Original Address,Best Match,Score
"avenida julieta orbaiceta bajo j, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle museo de la huerta d, Region de Murcia, Espana",Circunvalacion de Murcia,86
" plazade la constitucion, Region de Murcia, Espana",Constitucion,90
"calle trovero conejo, Region de Murcia, Espana",Calle T,90
" carretera de la union, Region de Murcia, Espana",De La Union,90
" pasajepasaje    nda ugrla tercia, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle merida  +  ndj j, Region de Murcia, Espana",Calle Merida,90
"calle vereda de san felix, Region de Murcia, Espana",Calle Vereda,90
"avenida de murcia, Region de Murcia, Espana",Avenida de Murcia,90
" los salazares, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle diamante, Region de Murcia, Espana",Calle Diamante,90
"calle las matildasmina esmeralda, Region de Murcia, Espana",Circunvalacion de Murcia,86
" cp esmeralda, Region de Murcia, Espana",Circunvalacion de Murcia,86
"avenida cosicasgran via de la mangakm, Region de Murcia, Espana",Gran Via,90
"calle el esparragueralpasaje el casil, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle urbanizacion los flamencosbomilcar d, Region de Murcia, Espana",Circunvalacion de Murcia,86
" planta bajacalle carmelo martin, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle ugrcollado de los jeronimos b, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle camino de castilla a los pinos c, Region de Murcia, Espana",Los Pinos,90
"calle diego de lepe, Region de Murcia, Espana",Calle D,90
" planta, Unnamed: 0                                                     2893
type_of_street                                                  NaN
addresses         planta 8, b18 izq.cp apart. julieta (edif de c...
neighborhood                                            playa honda
province                                                 las palmas
street_name                                                  planta
house_number                                                      8
floor_number                                                    NaN
Name: 2892, dtype: object, Espana",Camino Natural Via Verde de Villacanas a Quintanar de la Orden o del Trenillo,86
" hawai   fase, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle canillas, Region de Murcia, Espana",Calle,90
"calle urbanizacion julieta  nd, Region de Murcia, Espana",Circunvalacion de Murcia,86
"avenida canteras  bajo, Region de Murcia, Espana",Avenida C,90
"calle coral bajo, Region de Murcia, Espana",Calle C,90
"calle san javier, Region de Murcia, Espana",Calle San Javier,90
" edificio laurel, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle lavanda, Region de Murcia, Espana",Calle,90
"calle van gogh, Region de Murcia, Espana",Calle,90
"calle maracay, Region de Murcia, Espana",Calle,90
"avenida julieta orbaiceta e, Region de Murcia, Espana",Circunvalacion de Murcia,86
" penelope, Region de Murcia, Espana",Ronda de Levante,86
" urbanizacineptuno nd, Region de Murcia, Espana",Circunvalacion de Murcia,86
" pericallo, Region de Murcia, Espana",Ronda de Levante,86
"calle san benito, Region de Murcia, Espana",Calle San Benito,90
"calle de los acrobatas  bajo, Region de Murcia, Espana",Calle D,90
" la mina  -, Region de Murcia, Espana",A Mina,90
"calle vista alegrecalle mayor, Region de Murcia, Espana",Calle Mayor,90
" pino nuevo, Region de Murcia, Espana",Circunvalacion de Murcia,86
" pasajecalle virgen de begona b, Region de Murcia, Espana",Calle Virgen de Begona,90
"calle naranjo, Region de Murcia, Espana",Calle Naranjo,90
"calle avenida molinos marfagones ndizq, Region de Murcia, Espana",Calle Avenida,90
" urbanizacicalle gongora, Region de Murcia, Espana",Calle Gongora,90
"calle gavilan, Region de Murcia, Espana",Calle,90
" los flamencos, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle nd b app l bomilcar, Region de Murcia, Espana",Circunvalacion de Murcia,86
" pergola, Region de Murcia, Espana",Ronda de Levante,86
"calle tortola, Region de Murcia, Espana",Calle,90
"calle nueva, Region de Murcia, Espana",Calle Nueva,90
"calle roldan, Region de Murcia, Espana",Calle,90
" lugarlos sanchez, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle del abrazo  ndb, Region de Murcia, Espana",Calle D,90
"calle finca los roses, Region de Murcia, Espana",Calle F,90
"calle limero, Region de Murcia, Espana",Calle,90
"calle camino san gines nnd   b, Region de Murcia, Espana",Calle C,90
"calle tomas gonzalez, Region de Murcia, Espana",Calle Tomas,90
" los carriones, Region de Murcia, Espana",Circunvalacion de Murcia,86
" p.i. la estacion, Region de Murcia, Espana",Estacio,90
"calle urbanizacion los tajospizarra, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle urogallos/n, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle antolin, Region de Murcia, Espana",Calle A,90
"calle camino a las castillas, Region de Murcia, Espana",Calle C,90
"calle glacial nnd     los camachos, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle lugar casas nuevass/n, Region de Murcia, Espana",Lugar Casas Nuevas,90
"calle marcona, Region de Murcia, Espana",Calle,90
"calle villa dolores - carretera. la palma, Region de Murcia, Espana",Calle Villa,90
" sede principal carreterapozo aledo km, Region de Murcia, Espana",Circunvalacion de Murcia,86
"avenida avenidaestacions/n, Region de Murcia, Espana",Estacio,90
"calle urbanizacion cabo mangaplaza galeotas nnd derecha, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle hacienda de las cadenas, Region de Murcia, Espana",Calle H,90
"calle marques de la ensenada b, Region de Murcia, Espana",Calle Marques de la Ensenada,90
"calle esmeralda  gran via de la manga nda, Region de Murcia, Espana",Calle Esmeralda,90
"calle circonio parc  b buzon, Region de Murcia, Espana",Calle C,90
"calle apartlos acrobatas, Region de Murcia, Espana",Calle A,90
"calle mina esmeralda (mina las matildes), Region de Murcia, Espana",Calle Mina,90
"avenida julieta orbaiceta, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle oca, Region de Murcia, Espana",Calle,90
"calle ricardo garcia, Region de Murcia, Espana",Icardo,90
" portal   bajo derecha, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle papagayo nnd, Region de Murcia, Espana",Calle Papa,90
"calle penolope nnd, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle urbanizacion ribera beach  gongora fase  nd, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle lomas de arriba, Region de Murcia, Espana",Calle Loma,90
"avenida santa fe, Region de Murcia, Espana",Santa Fe,90
"calle isla cunillera bajoa, Region de Murcia, Espana",Calle I,90
"avenida gran via la manga km  ., Region de Murcia, Espana",Gran Via,90
"calle club nautico la isleta, Region de Murcia, Espana",Calle C,90
"calle ciguena, Region de Murcia, Espana",Calle,90
"calle rio carrion, Region de Murcia, Espana",Calle Rio,90
"calle sanchez lajarin, Region de Murcia, Espana",Calle S,90
"calle de las calas d, Region de Murcia, Espana",Calle D,90
"calle magon   duplex, Region de Murcia, Espana",Circunvalacion de Murcia,86
" playa blanca apart., Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle comun.torremares piso  ala puerta d, Region de Murcia, Espana",Calle Comun,90
" comunid.hawai   km ., Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle com. rubi i, Region de Murcia, Espana",Calle C,90
"calle area  urbanizacion las palmeras km  .   ndc, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle com. castillo de mar ii, Region de Murcia, Espana",Calle C,90
"calle edif. triton ii escalera b  nd izda, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle com. ribera beach fase   bq   atico, Region de Murcia, Espana",Circunvalacion de Murcia,86
" parcelamina esmeralda, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle loma farias, Region de Murcia, Espana",Calle Loma,90
"calle gran via km  .  ( zoco), Region de Murcia, Espana",Calle Gran Via,90
"calle ribera beach, Region de Murcia, Espana",Calle Ribera,90
"calle de la amapola, Region de Murcia, Espana",Calle de la Amapola,90
"calle tilo nnd, Region de Murcia, Espana",Calle,90
"calle la murciana, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle doctor maranon, Region de Murcia, Espana",Calle Doctor Maranon,90
"calle com. mangazul   esc.    ndd, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle urbanizacion palmeras, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle urbanizacion verdemar ii esc    ndk, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle com. torremares, Region de Murcia, Espana",Calle C,90
"calle torremares - clinica cerca del osteopata, Region de Murcia, Espana",Calle Torre,90
"calle urbanizacion antares, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle almazar, Region de Murcia, Espana",Calle A,90
"avenida manolita -, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle orozoco, Region de Murcia, Espana",Calle,90
"calle urbanizacion lo santiago - avenida. antonio martinez, Region de Murcia, Espana",Circunvalacion de Murcia,86
"avenida de taray clubgran via de la manga km, Region de Murcia, Espana",Avenida D,90
" camino de roma, Region de Murcia, Espana",De Roma,90
" carretera. murcia, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle de la iglesia nd izq, Region de Murcia, Espana",Calle de la Iglesia,90
"calle san felix, Region de Murcia, Espana",Calle San Felix,90
"calle c.p pedruchillo, Region de Murcia, Espana",Calle C,90
"calle c.p. pedruchillo casa, Region de Murcia, Espana",Calle C,90
"calle de los gutierrez nnd, Region de Murcia, Espana",Calle D,90
"calle paraje torre nueva, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle c.p. torre riviera, Region de Murcia, Espana",Calle C,90
"calle francisco de quevedo, Region de Murcia, Espana",Calle Francisco de Quevedo,90
"calle c.p. puerto bello jb, Region de Murcia, Espana",Calle C,90
"calle c.p. zambra, Region de Murcia, Espana",Calle C,90
"calle lugar los nietos de miranda, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle paraje los roca, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle sanmartin de porres, Region de Murcia, Espana",Calle S,90
"calle crta. albujon-aljorra km  ., Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle united golf resortel perigallo, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle cinfantina blq, Region de Murcia, Espana",Calle C,90
"calle julio camba, Region de Murcia, Espana",Calle J,90
"calle lavija nnd, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle bodegas    ndderecha, Region de Murcia, Espana",Calle B,90
"calle poniente, Region de Murcia, Espana",Calle Poniente,90
" urbanizacion . cabo manga, Region de Murcia, Espana",Circunvalacion de Murcia,86
" veneziola golf, Region de Murcia, Espana",Circunvalacion de Murcia,86
" fibra diaria   mb calle viejo puerto bello, Region de Murcia, Espana",Calle Viejo,90
"calle hermanos pinzon, Region de Murcia, Espana",Calle Hermanos Pinzon,90
"calle los olivos  g, Region de Murcia, Espana",Calle Los Olivos,90
" miraflores, Region de Murcia, Espana",Circunvalacion de Murcia,86
" ribera beach fase   bloque    nd  nd, Region de Murcia, Espana",Circunvalacion de Murcia,86
" ca/ acacia   bl   bajo b, Region de Murcia, Espana",Circunvalacion de Murcia,86
" villacristal, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion puertomar   portal    nd, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion dos mares norte, Region de Murcia, Espana",Circunvalacion de Murcia,86
" as gonzolas edif. genova  ndj, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion punta manga, Region de Murcia, Espana",Circunvalacion de Murcia,86
" copacabana, Region de Murcia, Espana",Circunvalacion de Murcia,86
" dos mares sur bloque    c, Region de Murcia, Espana",Circunvalacion de Murcia,86
" gran via de la manga km  urbanizacion canales de veneziola bloque b  l, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion playa blanca la manga, Unnamed: 0                                      3108
type_of_street                                   NaN
addresses         urbanizacion playa blanca la manga
neighborhood                  la manga del mar menor
province                                      madrid
street_name       urbanizacion playa blanca la manga
house_number                                     NaN
floor_number                                     NaN
Name: 3107, dtype: object, Espana",Camino Natural Via Verde de Villacanas a Quintanar de la Orden o del Trenillo,86
"calle julieta orbizeta c.p. verdemar   bloque b  piso   puerta, Region de Murcia, Espana",Calle Juliet,90
" urbanizacion sirenas     blq   esc, Region de Murcia, Espana",Circunvalacion de Murcia,86
" edif geminis, Region de Murcia, Espana",Circunvalacion de Murcia,86
" del abrazo nda, Region de Murcia, Espana",Circunvalacion de Murcia,86
" cp mangazul c, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion alisios, Region de Murcia, Espana",Circunvalacion de Murcia,86
" gran via de la manga urbanizacion mares  d, Region de Murcia, Espana",Circunvalacion de Murcia,86
" edificio capri e, Region de Murcia, Espana",Circunvalacion de Murcia,86
" edif osiris, Region de Murcia, Espana",Circunvalacion de Murcia,86
" julieta torre  a, Region de Murcia, Espana",A Torre,90
" nicomedes gomez ribera beach  bajo, Region de Murcia, Espana",Circunvalacion de Murcia,86
" ribalta, Region de Murcia, Espana",Ronda de Levante,86
" urbanizacion venecia azul portal    ndizquierda k.  ., Region de Murcia, Espana",Circunvalacion de Murcia,86
" las sirenas (viejas)apartamento, Region de Murcia, Espana",Circunvalacion de Murcia,86
"avenida sierra de los villares ugr ndc, Region de Murcia, Espana",Avenida Sierra de los Villares,90
" urbanizacion neptuno abajo izq, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle - ndp  verdemar -p, Region de Murcia, Espana",Circunvalacion de Murcia,86
" puerto bello jaapartamento c, Region de Murcia, Espana",Circunvalacion de Murcia,86
" edificio venezia azul escalera, Region de Murcia, Espana",Circunvalacion de Murcia,86
"avenida julieta orbaiceta -l, Region de Murcia, Espana",Circunvalacion de Murcia,86
" hawai   portal   apart.  ( nda)apart. hawai   portal   apart.  ( nda), Region de Murcia, Espana",Circunvalacion de Murcia,86
" odonnel, Region de Murcia, Espana",Ronda de Levante,86
" c.p. mangazul escalera, Region de Murcia, Espana",Circunvalacion de Murcia,86
" dos mares norte ndi, Region de Murcia, Espana",Circunvalacion de Murcia,86
" hawai   portal    nda, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion   mares norte j, Region de Murcia, Espana",Circunvalacion de Murcia,86
" borromini urbanizacion albatros playa, Region de Murcia, Espana",Circunvalacion de Murcia,86
" alcacil ugr a, Region de Murcia, Espana",Circunvalacion de Murcia,86
" verdemar  bloque  nd n, Region de Murcia, Espana",Circunvalacion de Murcia,86
" gongora   bajo   bloque, Region de Murcia, Espana",Circunvalacion de Murcia,86
" neptuno d, Region de Murcia, Espana",Ronda de Levante,86
" verdemar  k, Region de Murcia, Espana",Circunvalacion de Murcia,86
" gran via km  . urbanizacion neptuno ndizq, Region de Murcia, Espana",Circunvalacion de Murcia,86
" pintor renoir, Region de Murcia, Espana",Circunvalacion de Murcia,86
" puerto de alsasua ndderecha, Region de Murcia, Espana",Circunvalacion de Murcia,86
" gran via de la mangacastillo de mar, Region de Murcia, Espana",Gran Via,90
" gran via de la manga km.  costa manga i, Region de Murcia, Espana",Circunvalacion de Murcia,86
" pleamar  ndb, Region de Murcia, Espana",Circunvalacion de Murcia,86
" puerto bello jac, Region de Murcia, Espana",Circunvalacion de Murcia,86
" dos maresfase  c, Region de Murcia, Espana",Circunvalacion de Murcia,86
" dos mares norte a, Region de Murcia, Espana",Circunvalacion de Murcia,86
" gran via km  urbanizacion las brisas  nda, Region de Murcia, Espana",Las Brisas,90
" gran via km urbanizacion las brisas  ab, Region de Murcia, Espana",Las Brisas,90
" playablnca, Region de Murcia, Espana",Circunvalacion de Murcia,86
" paseo fernandez caballero   bajo, Region de Murcia, Espana",Paseo Fernandez Caballero,90
" antares  calle rembrandt nnd  (enfrente cine sirena)duplex, Region de Murcia, Espana",Calle Rembrandt,90
" punta cormoran km  nd, Region de Murcia, Espana",Circunvalacion de Murcia,86
" borinquen  islas verdes, Region de Murcia, Espana",Circunvalacion de Murcia,86
" isla cunillera mares, Region de Murcia, Espana",Circunvalacion de Murcia,86
" vinos nuevos, Region de Murcia, Espana",Circunvalacion de Murcia,86
" gran via km  urbanizacion alisios apto, Region de Murcia, Espana",Gran Via,90
" hawaii  ndbportal, Region de Murcia, Espana",Circunvalacion de Murcia,86
" villacristal  apartamento, Region de Murcia, Espana",Circunvalacion de Murcia,86
" edif sirena nddsobre el upper portal, Region de Murcia, Espana",Circunvalacion de Murcia,86
" cabo romano, Region de Murcia, Espana",Circunvalacion de Murcia,86
" superaticos playa ndd, Region de Murcia, Espana",Circunvalacion de Murcia,86
" verdemar  verdemar  n nd, Region de Murcia, Espana",Circunvalacion de Murcia,86
" gran via de la manga km.  urbanizacion puerto bello j.a e, Region de Murcia, Espana",Circunvalacion de Murcia,86
" gran via km  . portal  urbanizacion hawaii  ndb, Region de Murcia, Espana",Circunvalacion de Murcia,86
" hawaii  b, Region de Murcia, Espana",Ronda de Levante,86
" las brisas  ndd, Region de Murcia, Espana",Las Brisas,90
" hawai   //portal    a, Region de Murcia, Espana",Circunvalacion de Murcia,86
" castillos de marfase  a, Region de Murcia, Espana",Circunvalacion de Murcia,86
" el pedruchillotorre b  km, Region de Murcia, Espana",Circunvalacion de Murcia,86
" superaticos, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle darro, Region de Murcia, Espana",Calle,90
" km, Region de Murcia, Espana",Ronda de Levante,86
"calle pintor miguel angel, Region de Murcia, Espana",Calle Pinto,90
" gran via de la manga km urbanizacion playa blancabajo, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle rey indibil, Region de Murcia, Espana",Calle Rey,90
" acapulco derechabajo (edificio del centro), Region de Murcia, Espana",Circunvalacion de Murcia,86
" gran via de la manga castillo de mar   fase  b, Region de Murcia, Espana",Circunvalacion de Murcia,86
" hanon urbanizacion playa paraiso, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion orfeo  izqu, Region de Murcia, Espana",Circunvalacion de Murcia,86
" piragua, Region de Murcia, Espana",Ronda de Levante,86
" pintor rivera, Region de Murcia, Espana",Circunvalacion de Murcia,86
" julieta orbaicetaurbanizacion verdemar  f, Region de Murcia, Espana",Circunvalacion de Murcia,86
" las palmeras area  c, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion villas del mediterraneo a, Region de Murcia, Espana",Mediterraneo,90
" urbanizacion sol y mar ndc, Region de Murcia, Espana",Circunvalacion de Murcia,86
" veneziola golf  e, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle bomilcar  ndb, Region de Murcia, Espana",Calle B,90
" optimist, Region de Murcia, Espana",Ronda de Levante,86
" almazara urbanizacion corvera golf, Region de Murcia, Espana",Circunvalacion de Murcia,86
" castillo de mar   fase  a, Region de Murcia, Espana",Circunvalacion de Murcia,86
" gran via de la manga  urbanizacion agata  g, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion dos mares norte bajo k, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion borinquen   edf. dorado t ed el dorado nd t, Region de Murcia, Espana",Circunvalacion de Murcia,86
"avenida playa hondaverdemar  d, Region de Murcia, Espana",Avenida Playa Honda,90
"calle infanta cristina serena golf resort c, Region de Murcia, Espana",Calle Infanta Cristina,90
" dos mares surportal  f, Region de Murcia, Espana",Circunvalacion de Murcia,86
" bellavista, Region de Murcia, Espana",Bellavista,90
" gran via de la manga las brisas  izq, Region de Murcia, Espana",Gran Via,90
" urbanizacion   mares  e, Region de Murcia, Espana",Circunvalacion de Murcia,86
" rio darromar azul b, Region de Murcia, Espana",Circunvalacion de Murcia,86
" gran via de la mangacastillo de martorre sur a, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion castillo de mar  fase  ndb, Region de Murcia, Espana",Circunvalacion de Murcia,86
" bomilcar blos flamencos  g, Region de Murcia, Espana",Circunvalacion de Murcia,86
" cp edificio milano  nd a, Region de Murcia, Espana",Circunvalacion de Murcia,86
" hawaii  portal, Region de Murcia, Espana",Circunvalacion de Murcia,86
" alcacil  ugr b, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle infanta cristina urbanizacion serena golf, Region de Murcia, Espana",Calle Infanta Cristina,90
" bajo de la campana edificio mares  b, Region de Murcia, Espana",Circunvalacion de Murcia,86
" dios vaal, Region de Murcia, Espana",Ronda de Levante,86
" star alfa - bajo, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion las brisas  b, Region de Murcia, Espana",Las Brisas,90
" urbanizacion las sirenas, Region de Murcia, Espana",Circunvalacion de Murcia,86
" alcacil bl  groundb-united golf resort  la tercia b, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion mar azul b b, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion las gondolas, Region de Murcia, Espana",Circunvalacion de Murcia,86
" gran via duplex, Region de Murcia, Espana",Gran Via,90
" punta cormoranportal  nd, Region de Murcia, Espana",Circunvalacion de Murcia,86
" gran via de la manga vaporeto- las gondolas  e, Region de Murcia, Espana",Circunvalacion de Murcia,86
" gran via de la mangakm edificio dos mares j, Region de Murcia, Espana",Circunvalacion de Murcia,86
" gran via urbanizacion borinquen ii, Region de Murcia, Espana",Gran Via,90
" marques de rozalejo, Region de Murcia, Espana",Circunvalacion de Murcia,86
" venecia azul  a ndizq, Region de Murcia, Espana",Venecia,90
" horozco  bajo npinosol, Region de Murcia, Espana",Circunvalacion de Murcia,86
" almadraba, Region de Murcia, Espana",Ronda de Levante,86
" alcacil united golf resorts a, Region de Murcia, Espana",Circunvalacion de Murcia,86
" gran via de la mangapuerto mar, Region de Murcia, Espana",Gran Via,90
" gran via de la manga castillo de mar, Region de Murcia, Espana",Gran Via,90
" edi.  playa banca  nd, Region de Murcia, Espana",Circunvalacion de Murcia,86
" julieta orbaiceta ndctorre, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion canales de veneciolaa d, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion jardines del mar, Region de Murcia, Espana",Del Mar,90
" costa azul ndc, Region de Murcia, Espana",Costa Azul,90
" pintor rafael davila, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion canales de venecioal ndba, Region de Murcia, Espana",Circunvalacion de Murcia,86
" parque luz, Region de Murcia, Espana",Circunvalacion de Murcia,86
" carmen, Region de Murcia, Espana",Ronda de Levante,86
" residencial hawai v torre    nd b, Region de Murcia, Espana",Circunvalacion de Murcia,86
" edif. costa azul, Region de Murcia, Espana",Costa Azul,90
" urbanizacion castillo de mar, Region de Murcia, Espana",Circunvalacion de Murcia,86
" ipanema, Region de Murcia, Espana",Ronda de Levante,86
" com. esmeralda ii, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion mares ii  blq   esc   nddcha, Region de Murcia, Espana",Circunvalacion de Murcia,86
" edificio neptuno b nnd, Region de Murcia, Espana",Circunvalacion de Murcia,86
" castillo mar  nd portal  -  nd a, Region de Murcia, Espana",Circunvalacion de Murcia,86
" punta cormoran bloq-  portal  nd  nd  nd, Region de Murcia, Espana",Circunvalacion de Murcia,86
" torre mares  nd piso   nd fila  ndb, Region de Murcia, Espana",Circunvalacion de Murcia,86
" piso  nd  puerta   nueva hacienda dos mares, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle adherbal nnd, Region de Murcia, Espana",Calle A,90
" com. neptuno  esc  a   ndizq, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle dios baal nnd, Region de Murcia, Espana",Calle D,90
"calle las rosas, Region de Murcia, Espana",Calle las Rosas,90
" ed.puerta del mediterraneo, Region de Murcia, Espana",Mediterraneo,90
" hawai v portal     nd b, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion hawai v, Region de Murcia, Espana",Circunvalacion de Murcia,86
" vasari albatros  ndc, Region de Murcia, Espana",Circunvalacion de Murcia,86
" ribera beach nnd  fase iv bl  esc  piso   puerta, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion las palmeras bl, Region de Murcia, Espana",Circunvalacion de Murcia,86
" c.p. punta cormoran, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion . nueva hacienda dos mares, Region de Murcia, Espana",Circunvalacion de Murcia,86
" gran via km urbanizacion atalaya f, Region de Murcia, Espana",Gran Via,90
" villa cristal v, Region de Murcia, Espana",Circunvalacion de Murcia,86
" com. mares ii, Region de Murcia, Espana",Circunvalacion de Murcia,86
" gran via km., Region de Murcia, Espana",Gran Via,90
" com.castillo de mar iifase  a, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion playa blanca km   triplex, Region de Murcia, Espana",Circunvalacion de Murcia,86
" c.p ribera beach fase   bloque   bajo, Region de Murcia, Espana",Circunvalacion de Murcia,86
" c.p neptuno, Region de Murcia, Espana",Circunvalacion de Murcia,86
" c.p. las sirenas   gran via la manga km   . bloque, Region de Murcia, Espana",Circunvalacion de Murcia,86
" c.p. veneziola golf  ., Region de Murcia, Espana",Circunvalacion de Murcia,86
" castillos de mar   fase  portal, Region de Murcia, Espana",Circunvalacion de Murcia,86
" el perigallo   tercia, Region de Murcia, Espana",Circunvalacion de Murcia,86
"avenida de la manga, Region de Murcia, Espana",Avenida D,90
" urbanizacion playa principe blq   piso, Unnamed: 0                                            3305
type_of_street                                         NaN
addresses         urbanizacion playa principe blq 3 piso 7
neighborhood                                      la manga
province                                            madrid
street_name         urbanizacion playa principe blq   piso
house_number                                           3 7
floor_number                                           NaN
Name: 3304, dtype: object, Espana",Camino Natural Via Verde de Villacanas a Quintanar de la Orden o del Trenillo,86
" c.p mares  . bloque  . piso  nd izq. escalera, Region de Murcia, Espana",Circunvalacion de Murcia,86
" star alfa, Region de Murcia, Espana",Ronda de Levante,86
" antares, Region de Murcia, Espana",Ronda de Levante,86
" villa cristal, Region de Murcia, Espana",Circunvalacion de Murcia,86
" c.p. ribera beach  -  . bloque iv.  nd, Region de Murcia, Espana",Circunvalacion de Murcia,86
" collado jeronimos bronchos   atic b, Region de Murcia, Espana",Circunvalacion de Murcia,86
" carretera san javier km  ., Region de Murcia, Espana",Carretera San Javier,90
" ave lira /bajo, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle paz   bajo, Region de Murcia, Espana",Calle Paz,90
" del abrazo, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle mayor   bajo, Region de Murcia, Espana",Calle Mayor,90
"calle rio manzanares nnd  bloque    nda ( edif. costa calida), Region de Murcia, Espana",Calle Rio Manzanares,90
" urbanizacion veneziola edf milano    ndf, Region de Murcia, Espana",Circunvalacion de Murcia,86
" gongora, Region de Murcia, Espana",Ronda de Levante,86
" edificio esmeralda, Region de Murcia, Espana",Circunvalacion de Murcia,86
" pedaneo vicente molina, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle virgen del pino   bajo, Region de Murcia, Espana",Calle Virgen,90
"calle ronda de golf, Region de Murcia, Espana",Calle Ronda,90
" carretera de la union km   (marmoles cartagena), Region de Murcia, Espana",De La Union,90
" avd. estacion s/n, Region de Murcia, Espana",Estacio,90
"avenida justo quesada, Region de Murcia, Espana",Avenida Justo Quesada,90
" escala integral s.l., Unnamed: 0                        3335
type_of_street                     NaN
addresses         escala integral s.l.
neighborhood                  alicante
province                      alicante
street_name       escala integral s.l.
house_number                       NaN
floor_number                       NaN
Name: 3334, dtype: object, Espana",Paseo Central de la Avenida de la Capital de Espana Madrid,86
" virgen de monserrat     iz, Unnamed: 0                              3336
type_of_street                           NaN
addresses         virgen de monserrat 3 1 iz
neighborhood                         novelda
province                            alicante
street_name       virgen de monserrat     iz
house_number                             3 1
floor_number                             NaN
Name: 3335, dtype: object, Espana",Acceso al Aeropuerto Internacional de la Region de Murcia,86
" avelino lijo figueira, Unnamed: 0                         3337
type_of_street                      NaN
addresses         avelino lijo figueira
neighborhood                   a coruna
province                       a coruna
street_name       avelino lijo figueira
house_number                        NaN
floor_number                        NaN
Name: 3336, dtype: object, Espana",Via de acceso subterranea a plataforma da estacion de tren Vigo-Urzaiz,86
