Unnamed: 0,type_of_street,addresses,neighborhood,province,street_number,floor,street_name,floor_number,street_name2,prov,full,FORMATED_ADDRESS,TYPE_STREET,STREET_NAME,STREET_NUMBER,LOCALITY,PROVINCE,REGION,COUNTRY,POSTAL_CODE,NEIGHBOURHOOD,LAT,LONG,OBSERVATIONS
5917,,alicante  6   5 nd derecha,xixona,alicante,6,5derecha,alicante        nd derecha,5 nd,alicante,alicante," alicante, 6, alicante, España","portalSeis coworking - alicante, Plaza Portal de Elche, Alicante, España",,Plaza Portal de Elche,nº6,Alicante (Alacant),Alicante,Comunidad Valenciana,Spain,03001,,38.3444465,-0.4836518999999999,5derecha
5918,,galera n 26,xixona,alicante,26,,galera n,,galera n,alicante," galera n, 26, alicante, España","Calle la Galera, n 26, Orihuela, Alicante, España",Calle,la Galera,26,Orihuela,Alicante,Comunidad Valenciana,Spain,03189,,37.9428972,-0.7128903,
5919,,rua atalaia  71  bajo,muxia,alicante,71,bajo,rua atalaia     bajo,,rua atalaia,alicante," rua atalaia, 71, alicante, España","Calle Alicante, 71, Santa Cruz de Mudela, España",Calle,Alicante,71,Santa Cruz de Mudela,Ciudad Real,Castilla-La Mancha,Spain,13730,,38.6381158,-3.4593751,bajo
5920,,josep maria samper  3,xixona,alicante,3,,josep maria samper,,josep maria samper,alicante," josep maria samper, 3, alicante, España","Carrer Josep Maria Samper, 3, Jijona, Alicante, España",,Carrer Josep Maria Samper,3,Xixona,Alicante,Comunidad Valenciana,Spain,03100,,38.5427544,-0.5012823,
5921,,glorieta  9  atico,alberic,valencia,9,atico,glorieta     atico,,glorieta,valencia," glorieta, 9, valencia, España","Plaça de la Glorieta, 9, Santa Pola, València, España",,Plaça de la Glorieta,9,Santa Pola,Alicante,Comunidad Valenciana,Spain,03130,,38.1927568,-0.5554840999999999,atico
5922,avenida,constitucion  63   1 ndb,novelda,alicante,63,1 ndb,constitucion        ndb,1 nd,constitucion,alicante,"avenida constitucion, 63, alicante, España","Avenida de la Constitución, 63, Novelda, Alicante, España",Avenida,de la Constitución,63,Novelda,Alicante,Comunidad Valenciana,Spain,03660,,38.3835307,-0.7609680999999999,1 ndb
5923,,tirant lo blanc  12   4 f,novelda,alicante,12,4 f,tirant lo blanc        f,,tirant lo blanc,alicante," tirant lo blanc, 12, alicante, España","Carrer Tirant lo Blanc, 12, Novelda, Alicante, España",,Carrer Tirant lo Blanc,12,Novelda,Alicante,Comunidad Valenciana,Spain,03660,,38.38853,-0.76218,4 f
5924,,alcoy  56,xixona,alicante,56,,alcoy,,alcoy,alicante," alcoy, 56, alicante, España","Avinguda Alcoi, 56, Alicante, España",,Avinguda Alcoi,56,Alacant,Alicante,Comunidad Valenciana,Spain,03010,,38.3578846,-0.4895962,
5925,avenida,la glorieta  20  a escalera  5   4 nd puerta  12,alberic,valencia,20,a escalera  5   4puerta  12,la glorieta     a escalera        nd puerta,4 nd,la glorieta,valencia,"avenida la glorieta, 20, valencia, España","Avenida la Glorieta, 20, Alberic, Valencia, España",Avenida,la Glorieta,20,Alberique,Valencia,Comunidad Valenciana,Spain,46260,,39.1174392,-0.5230307,a escalera  5   4puerta  12
5926,,mare de deu del orito  52   5 nd,xixona,alicante,52,5,mare de deu del orito        nd,5 nd,mare de deu del orito,alicante," mare de deu del orito, 52, alicante, España","Plaça la Mare de Déu, 52, Alcoi, Alicante, España",,Plaça la Mare de Déu,52,Alcoi,Alicante,Comunidad Valenciana,Spain,03801,,38.7010655,-0.4727266999999999,5
5927,,el fosar  2,xixona,alicante,2,,el fosar,,el fosar,alicante," el fosar, 2, alicante, España","Calle Alicante, 2, Polán, España",Calle,Alicante,2,Polán,Toledo,Castilla-La Mancha,Spain,45161,,39.7860431,-4.1646379,
5928,,urbanizacion segorb  2  bloque  2 Âªd,xixona,alicante,2,bloque 2 Âªd,urbanizacion segorb     bloque    Âªd,,urbanizacion segorb,alicante," urbanizacion segorb, 2, alicante, España","URBANIZACIÓN SEGORB, Partida Segorb, Jijona, Alicante, España",,Partida Segorb,4,Xixona,Alicante,Comunidad Valenciana,Spain,03100,URBANIZACIÓN SEGORB,38.5337295,-0.5055835,2 bloque 2 Âªd
5929,,el vall  17   1 nd,xixona,alicante,17,1,el vall        nd,1 nd,el vall,alicante," el vall, 17, alicante, España","El Vall, Berga, España",,Plaça de Viladomat,5,Berga,Barcelona,Catalunya,Spain,08600,,42.1040958,1.8479572,1
5930,,jose mateu alabau  12   1 nd  1,alberic,valencia,12,1 1,jose mateu alabau        nd,1 nd,jose mateu alabau,valencia," jose mateu alabau, 12, valencia, España","Calle José Mateu Alabau, 12, Alberic, Valencia, España",Calle,José Mateu Alabau,12,Alberique,Valencia,Comunidad Valenciana,Spain,46260,,39.1188839,-0.5243224,1 1
5931,,doctor fleming  11   3 nd dcha,agost,alicante,11,3dcha,doctor fleming        nd dcha,3 nd,doctor fleming,alicante," doctor fleming, 11, alicante, España","Calle Doctor Fleming, 11, Sant Vicent del Raspeig, Alicante, España",Calle,Doctor Fleming,11,San Vicente del Raspeig,Alicante,Comunidad Valenciana,Spain,03690,,38.3988679,-0.5205913999999999,3dcha
5932,,plaza convento  5,xixona,alicante,5,,plaza convento,,plaza convento,alicante," plaza convento, 5, alicante, España","Calle Convento, 5, Orihuela, Alicante, España",Calle,Convento,5,Orihuela,Alicante,Comunidad Valenciana,Spain,03300,,38.091,-0.95216,
5933,,rua saude  22   1 d,muxia,alicante,22,1 d,rua saude        d,,rua saude,alicante," rua saude, 22, alicante, España","Calle Alicante, 22, Montealegre del Castillo, España",Calle,Alicante,22,Montealegre del Castillo,Albacete,Castilla-La Mancha,Spain,02650,,38.7868039,-1.3276911,1 d
5934,,oscar espla  51  bungalow,romana,alicante,51,bungalow,oscar espla     bungalow,,oscar espla,alicante," oscar espla, 51, alicante, España","Carrer Oscar Esplá, 51, Elche, Alicante, España",,Carrer Oscar Esplá,51,Elx,Alicante,Comunidad Valenciana,Spain,03201,,38.2687588,-0.7054015,bungalow
5935,,jose maria del rio  66   1 b,muxia,alicante,66,1 b,jose maria del rio        b,,jose maria del rio,alicante," jose maria del rio, 66, alicante, España","Calle Santa María del Río, 66, Villanueva del Pardillo, España",Calle,Santa María del Río,66,Villanueva del Pardillo,Madrid,Comunidad de Madrid,Spain,28229,,40.4835202,-3.9441233,1 b
5936,,os malatos  44,muxia,alicante,44,,os malatos,,os malatos,alicante," os malatos, 44, alicante, España","Calle Alicante, 44, Munera, España",Calle,Alicante,44,Munera,Albacete,Castilla-La Mancha,Spain,02612,,39.04386770000001,-2.4761591,
5937,,jose noguera  2  bajo,novelda,alicante,2,bajo,jose noguera     bajo,,jose noguera,alicante," jose noguera, 2, alicante, España","Carrer José Noguera, 2, Novelda, Alicante, España",,Carrer José Noguera,2,Novelda,Alicante,Comunidad Valenciana,Spain,03660,,38.3887606,-0.7641487,bajo
5938,,misana  1  piso  3  pta  8,alberic,valencia,1,piso 3  pta  8,misana     piso     pta,,misana,valencia," misana, 1, valencia, España","Camino Misana, 1, Alberic, Valencia, España",,Camino Misana,1,Alberique,Valencia,Comunidad Valenciana,Spain,46260,,39.1215325,-0.5199254999999999,piso 3  pta  8
5939,,galiana y molto  3  portal  3  bajo  4,xixona,alicante,3,portal 3  bajo  4,galiana y molto     portal     bajo,,galiana y molto,alicante," galiana y molto, 3, alicante, España","Yolanda Galiana Guilabert, Plaça del Pont, Elche, Alicante, España",,Plaça del Pont,1,Elx,Alicante,Comunidad Valenciana,Spain,03204,,38.2631646,-0.7008246,portal 3  bajo  4
5940,,rua saude  7   3 d,muxia,alicante,7,3 d,rua saude        d,,rua saude,alicante," rua saude, 7, alicante, España","Calle Alicante, 7, Munera, España",Calle,Alicante,7,Munera,Albacete,Castilla-La Mancha,Spain,02612,,39.0437944,-2.4758916,3 d
5941,,bernardo martinez  2  puerta  1,alberic,valencia,2,puerta 1,bernardo martinez     puerta,,bernardo martinez,valencia," bernardo martinez, 2, valencia, España","Calle de San Bernardo, 2, Madrid, España",Calle,de San Bernardo,2,Madrid,Madrid,Comunidad de Madrid,Spain,28013,,40.4208022,-3.7081027,puerta 1
5942,,capellan margall  64  bajo,novelda,alicante,64,bajo,capellan margall     bajo,,capellan margall,alicante," capellan margall, 64, alicante, España","Calle Alicante, 64, Polán, España",Calle,Alicante,64,Polán,Toledo,Castilla-La Mancha,Spain,45161,,39.7855747,-4.1641226,bajo
5943,,colon nnd  18   bajo,agost,alicante,18,bajo,colon nnd      bajo,,colon,alicante," colon, 18, alicante, España","Carrer Colón, 18, Villajoyosa, Alicante, España",,Carrer Colón,18,La Vila Joiosa,Alicante,Comunidad Valenciana,Spain,03570,,38.5066684,-0.2320332,bajo
5944,,la fuente loca  28,romana,alicante,28,,la fuente loca,,la fuente loca,alicante," la fuente loca, 28, alicante, España","Calle Fuente Loca, 28, La Romana, Spain",Calle,Fuente Loca,28,La Romana,Alicante,Comunidad Valenciana,Spain,03669,,38.3679608,-0.8951389999999999,
5945,,virge de abarca  11  bajo,muxia,alicante,11,bajo,virge de abarca     bajo,,virge de abarca,alicante," virge de abarca, 11, alicante, España","Calle de Abarca, 11, Santander, España",Calle,Pedro de Abarca,11,Santander,Cantabria,Cantabria,Spain,39012,,43.4809658,-3.803553899999999,bajo
5946,,raval  77,xixona,alicante,77,,raval,,raval,alicante," raval, 77, alicante, España","Carrer del Raval, 77, Jijona, Alicante, España",,Carrer del Raval,77,Xixona,Alicante,Comunidad Valenciana,Spain,03100,,38.5428054,-0.5080735,
5947,,el vall  52,xixona,alicante,52,,el vall,,el vall,alicante," el vall, 52, alicante, España","El Vall, Berga, España",,Plaça de Viladomat,5,Berga,Barcelona,Catalunya,Spain,08600,,42.1040958,1.8479572,
5948,,desamparados  45   2 nd,novelda,alicante,45,2,desamparados        nd,2 nd,desamparados,alicante," desamparados, 45, alicante, España","Calle Nueva Desamparados, 45, Orihuela, Alicante, España",Calle,Nueva Desamparados,45,Orihuela,Alicante,Comunidad Valenciana,Spain,03312,,38.062827,-0.9813947,2
5949,,virgen da barca  24,muxia,alicante,24,,virgen da barca,,virgen da barca,alicante," virgen da barca, 24, alicante, España","Calle de la Barca, 24, Almayate, España",Calle,de la Barca,24,Almayate,Málaga,Andalucía,Spain,29749,,36.7338101,-4.1291799,
5950,avenida,constitucion  99   1 b,novelda,alicante,99,1 b,constitucion        b,,constitucion,alicante,"avenida constitucion, 99, alicante, España","Avenida de la Constitución, 99, Novelda, Alicante, España",Avenida,de la Constitución,99,Novelda,Alicante,Comunidad Valenciana,Spain,03660,,38.3843043,-0.7578081,1 b
5951,,traves  1   9 nd c,xixona,alicante,1,9c,traves        nd c,9 nd,traves,alicante," traves, 1, alicante, España","Carrer del Través, 1, Jijona, Alicante, España",,Carrer del Través,1,Xixona,Alicante,Comunidad Valenciana,Spain,03100,,38.5415632,-0.5021698,9c
5952,,poligono segorb sn carrer de feliu,xixona,alicante,,,poligono segorb sn carrer de feliu,,poligono segorb sn carrer de feliu,alicante," poligono segorb sn carrer de feliu, , alicante, España",,,,,,,,,,,,,
5953,,felipe ii nnd  3   2 nd puerta centro,novelda,alicante,3,2puerta centro,felipe ii nnd        nd puerta centro,2 nd,felipe ii,alicante," felipe ii, 3, alicante, España","Carrer Felipe II, 3, Novelda, Alicante, España",,Carrer Felipe II,3,Novelda,Alicante,Comunidad Valenciana,Spain,03660,,38.3842004,-0.7725231,2puerta centro
5954,avenida,constitucion  64   3 b,novelda,alicante,64,3 b,constitucion        b,,constitucion,alicante,"avenida constitucion, 64, alicante, España","Avenida de la Constitución, 64, Novelda, Alicante, España",Avenida,de la Constitución,64,Novelda,Alicante,Comunidad Valenciana,Spain,03660,,38.3827973,-0.7619905,3 b
5955,,raval  88   4 nd,xixona,alicante,88,4,raval        nd,4 nd,raval,alicante," raval, 88, alicante, España","Carrer del Raval, 88, Jijona, Alicante, España",,Carrer del Raval,88,Xixona,Alicante,Comunidad Valenciana,Spain,03100,,38.5428604,-0.5078235,4
5956,,capellan margall  39  bajo,novelda,alicante,39,bajo,capellan margall     bajo,,capellan margall,alicante," capellan margall, 39, alicante, España","Calle Alicante, 39, Polán, España",Calle,Alicante,39,Polán,Toledo,Castilla-La Mancha,Spain,45161,,39.7857719,-4.1641949,bajo
5957,,santa ana  71,xixona,alicante,71,,santa ana,,santa ana,alicante," santa ana, 71, alicante, España","Partida Santa Ana, 71, Alicante, España",,Camino de la Altura,71,Alacant,Alicante,Comunidad Valenciana,Spain,03699,,38.3655249,-0.6337397,
5958,calle,aspe  84  bajo,novelda,alicante,84,bajo,aspe     bajo,,aspe,alicante,"calle aspe, 84, alicante, España","Carrer Asp, 84, Novelda, Alicante, España",,Carrer Asp,84,Novelda,Alicante,Comunidad Valenciana,Spain,03660,,38.376612,-0.7731138,bajo
5959,,ramon y cajal  4   1 nd h,agost,alicante,4,1h,ramon y cajal        nd h,1 nd,ramon y cajal,alicante," ramon y cajal, 4, alicante, España","Avenida de Ramón y Cajal, 4, Alicante, España",Avenida,de Ramón y Cajal,4,Alicante (Alacant),Alicante,Comunidad Valenciana,Spain,03001,,38.3415514,-0.4869829000000001,1h
5960,,poeta badenes  84   1,alberic,valencia,84,1,poeta badenes,,poeta badenes,valencia," poeta badenes, 84, valencia, España","Calle Poeta Badenes, 84, Alberic, Valencia, España",Calle,Poeta Badenes,84,Alberique,Valencia,Comunidad Valenciana,Spain,46260,,39.1132634,-0.5216674,1
5961,avenida,de joan fuster nnd  7  bw  16,xixona,alicante,7,bw 16,de joan fuster nnd     bw,,de joan fuster,alicante,"avenida de joan fuster, 7, alicante, España","Avinguda de Joan Fuster, 7, Dénia, Alicante, España",,Avinguda de Joan Fuster,7,Dénia,Alicante,Comunidad Valenciana,Spain,03700,,38.8362112,0.113506,bw 16
5962,,andres montalva nnd 16   2 nd puerta  3,alberic,valencia,16,2puerta  3,andres montalva nnd       nd puerta,2 nd,andres montalva,valencia," andres montalva, 16, valencia, España","Carrer Andres Montalva Palencia, 16, Alberic, Valencia, España",,Carrer Andres Montalva Palencia,16,Alberic,Valencia,Comunidad Valenciana,Spain,46260,,39.1154791,-0.5257269,2puerta  3
5963,,barcelona  9  bajo e  6,xixona,alicante,9,bajo e  6,barcelona     bajo e,,barcelona,alicante," barcelona, 9, alicante, España","Carrer de Barcelona, 9, Jijona, Alicante, España",,Carrer de Barcelona,9,Xixona,Alicante,Comunidad Valenciana,Spain,03100,,38.5391602,-0.5055351,bajo e  6
5964,,antonia navarro  37  a bajo,romana,alicante,37,a bajo,antonia navarro     a bajo,,antonia navarro,alicante," antonia navarro, 37, alicante, España","Calle de Antonia Navarro, 37, La Romana, Alicante, España",Calle,de Antonia Navarro,37,La Romana,Alicante,Comunidad Valenciana,Spain,03669,,38.36978999999999,-0.89727,a bajo
5965,,jaume descals  10,xixona,alicante,10,,jaume descals,,jaume descals,alicante," jaume descals, 10, alicante, España","Avenida Alicante, 10, Biar, España",,Avinguda d'Alacant,10,Biar,Alicante,Comunidad Valenciana,Spain,03410,,38.6275812,-0.7632673999999999,
5966,,valle inclan  26   3  izq,novelda,alicante,26,3 izq,valle inclan         izq,,valle inclan,alicante," valle inclan, 26, alicante, España","Calle Valle Inclán, 26, Novelda, Alicante, España",Calle,Valle Inclán,26,Novelda,Alicante,Comunidad Valenciana,Spain,03660,,38.3845313,-0.7597381,3 izq
5967,calle,o travesia de las monjas  8   2 nd,xixona,alicante,8,2,o travesia de las monjas        nd,2 nd,o travesia de las monjas,alicante,"calle o travesia de las monjas, 8, alicante, España",,,,,,,,,,,,,2
5968,,safareig  48   50  espai  1  bungalow  4,xixona,alicante,48,50 espai  1  bungalow  4,safareig         espai     bungalow,,safareig,alicante," safareig, 48, alicante, España","Carrer del Safareig, 48, Jijona, Alicante, España",,Carrer del Safareig,48,Xixona,Alicante,Comunidad Valenciana,Spain,03100,,38.5334774,-0.5084799,50 espai  1  bungalow  4
5969,,safareig  54   52  bungalow a 8,xixona,alicante,54,52 bungalow a 8,safareig         bungalow a,,safareig,alicante," safareig, 54, alicante, España","Carrer del Safareig, 54, Jijona, Alicante, España",,Carrer del Safareig,54,Xixona,Alicante,Comunidad Valenciana,Spain,03100,,38.5332138,-0.5087830999999999,52 bungalow a 8
5970,,conchita piquer  4  piso  1  puerta  1,alberic,valencia,4,piso 1  puerta  1,conchita piquer     piso     puerta,,conchita piquer,valencia," conchita piquer, 4, valencia, España","Carrer de Conchita Piquer, 4, València, España",,Carrer de Conchita Piquer,4,València,Valencia,Comunidad Valenciana,Spain,46035,,39.4865542,-0.3910596,piso 1  puerta  1
5971,,ausias carbonell  4   8 nd b,xixona,alicante,4,8b,ausias carbonell        nd b,8 nd,ausias carbonell,alicante," ausias carbonell, 4, alicante, España","Carrer Ausiàs Carbonell, 4, Jijona, Alicante, España",,Carrer Ausiàs Carbonell,4,Xixona,Alicante,Comunidad Valenciana,Spain,03100,,38.54000850000001,-0.5060863999999999,8b
5972,,carretera carcaixent  2  nnd 2   4  piso puerta  13,alberic,valencia,2,nnd 2   4  piso puerta  13,carretera carcaixent     nnd        piso puerta,,carretera carcaixent,valencia," carretera carcaixent, 2, valencia, España","Carretera Carcaixent, 2, Alberic, Valencia, España",,Carretera Carcaixent,2,Alberique,Valencia,Comunidad Valenciana,Spain,46260,,39.1219411,-0.5180861,nnd 2   4  piso puerta  13
5973,,antonia navarro  47  bajo,romana,alicante,47,bajo,antonia navarro     bajo,,antonia navarro,alicante," antonia navarro, 47, alicante, España","Calle de Antonia Navarro, 47, La Romana, Alicante, España",Calle,de Antonia Navarro,47,La Romana,Alicante,Comunidad Valenciana,Spain,03669,,38.37047949999999,-0.8971278999999999,bajo
5974,,lopez abente  44,muxia,alicante,44,,lopez abente,,lopez abente,alicante," lopez abente, 44, alicante, España","Avenida López Abente, 44, Muxía, España",Avenida,López Abente,44,Muxía,La Coruña,Galicia,Spain,15125,,43.1019424,-9.2140068,
5975,,gavarda  6   3 piso puerta  5,alberic,valencia,6,3 piso puerta  5,gavarda        piso puerta,,gavarda,valencia," gavarda, 6, valencia, España","Carrer de Gavarda, 6, València, España",,Carrer de Gavarda,6,València,Valencia,Comunidad Valenciana,Spain,46035,,39.4996707,-0.4260139,3 piso puerta  5
5976,,teixugueiras  19  p 4   9 ndb,vigo,pontevedra,19,p 4   9 ndb,teixugueiras     p       ndb,9 nd,teixugueiras,pontevedra," teixugueiras, 19, pontevedra, España","Rúa das Teixugueiras, 19, Vigo, Pontevedra, España",,Rúa das Teixugueiras,19,Vigo,Pontevedra,Galicia,Spain,36212,,42.20916829999999,-8.756305400000002,p 4   9 ndb
5977,,antonio galiana y molto  3  escalera 1    3 nd puerta  3,xixona,alicante,3,escalera 1    3puerta  3,antonio galiana y molto     escalera        nd puerta,3 nd,antonio galiana y molto,alicante," antonio galiana y molto, 3, alicante, España","Yolanda Galiana Guilabert, Plaça del Pont, Elche, Alicante, España",,Plaça del Pont,1,Elx,Alicante,Comunidad Valenciana,Spain,03204,,38.2631646,-0.7008246,escalera 1    3puerta  3
5978,,safareig  25  bungalow  4,xixona,alicante,25,bungalow 4,safareig     bungalow,,safareig,alicante," safareig, 25, alicante, España","Carrer del Safareig, 25, Jijona, Alicante, España",,Carrer del Safareig,25,Xixona,Alicante,Comunidad Valenciana,Spain,03100,,38.5341805,-0.5081998,bungalow 4
5979,,granada  21  bajo d,agost,alicante,21,bajo d,granada     bajo d,,granada,alicante," granada, 21, alicante, España","Carrer de Granada, 21, Agost, Alicante, España",,Carrer de Granada,21,Agost,Alicante,Comunidad Valenciana,Spain,03698,,38.4365424,-0.6399990999999999,bajo d
5980,,teixugueiras  8  p 1   1 ndg,vigo,pontevedra,8,p 1   1 ndg,teixugueiras     p       ndg,1 nd,teixugueiras,pontevedra," teixugueiras, 8, pontevedra, España","Rúa das Teixugueiras, 8, Vigo, Pontevedra, España",,Rúa das Teixugueiras,8,Vigo,Pontevedra,Galicia,Spain,36212,,42.2144027,-8.7562483,p 1   1 ndg
5981,,san jose  22   1 c,novelda,alicante,22,1 c,san jose        c,,san jose,alicante," san jose, 22, alicante, España","Calle San José, 22, Torrevieja, Alicante, España",Calle,San José,22,Torrevieja,Alicante,Comunidad Valenciana,Spain,03181,,37.9824126,-0.6797839999999999,1 c
5982,,teixugueiras  1  portal  3   entre suelo local del riiti,vigo,pontevedra,1,portal 3   entre suelo local del riiti,teixugueiras     portal      entre suelo local del riiti,,teixugueiras,pontevedra," teixugueiras, 1, pontevedra, España","Rúa das Teixugueiras, 1, Vigo, Pontevedra, España",,Rúa das Teixugueiras,1,Vigo,Pontevedra,Galicia,Spain,36213,,42.2153767,-8.7559694,portal 3   entre suelo local del riiti
5983,avenida,pinoso  23,romana,alicante,23,,pinoso,,pinoso,alicante,"avenida pinoso, 23, alicante, España","Avenida Pinoso, 23, La Romana, Alicante, España",Avenida,Pinoso,23,La Romana,Alicante,Comunidad Valenciana,Spain,03669,,38.37072879999999,-0.8983709,
5984,,muro  38  bajo,alberic,valencia,38,bajo,muro     bajo,,muro,valencia," muro, 38, valencia, España","Calle el Muro, 38, Altura, València, España",Calle,el Muro,38,Altura,Castellón,Comunidad Valenciana,Spain,12410,,39.8518175,-0.5100158,bajo
5985,avenida,elche  32   1 nd b,agost,alicante,32,1b,elche        nd b,1 nd,elche,alicante,"avenida elche, 32, alicante, España","Avinguda d'Elx, 32, Agost, Alicante, España",,Avinguda d'Elx,32,Agost,Alicante,Comunidad Valenciana,Spain,03698,,38.4363303,-0.6406799,1b
5986,,josep maria samper  4  esc  5   1 nd dcha,xixona,alicante,4,esc 5   1dcha,josep maria samper     esc        nd dcha,1 nd,josep maria samper,alicante," josep maria samper, 4, alicante, España","Carrer Josep Maria Samper, 4, Jijona, Alicante, España",,Carrer Josep Maria Samper,4,Xixona,Alicante,Comunidad Valenciana,Spain,03100,,38.5425816,-0.500497,esc 5   1dcha
5987,,jaume i  2   1 nd izqda,xixona,alicante,2,1izqda,jaume i        nd izqda,1 nd,jaume i,alicante," jaume i, 2, alicante, España","Avinguda Jaume I, 2, Alicante, España",,Avinguda Jaume I,2,Alacant,Alicante,Comunidad Valenciana,Spain,03005,,38.3631718,-0.5025056,1izqda
5988,,valencia  6   1 nd a,xixona,alicante,6,1a,valencia        nd a,1 nd,valencia,alicante," valencia, 6, alicante, España","Avenida Valencia, 6, Santa Pola, Alicante, España",Avenida,Valencia,6,Santa Pola,Alicante,Comunidad Valenciana,Spain,03130,,38.19196340000001,-0.5654199999999999,1a
5989,,la purisima  65,romana,alicante,65,,la purisima,,la purisima,alicante," la purisima, 65, alicante, España","Calle la Purísima, 65, Catral, Alicante, España",Calle,la Purísima,65,Catral,Alicante,Comunidad Valenciana,Spain,03158,,38.165399,-0.8031252,
5990,,rua manuel murgia n  20  bj,muxia,alicante,20,bj,rua manuel murgia n     bj,,rua manuel murgia n,alicante," rua manuel murgia n, 20, alicante, España","Calle Manuel González, n 20, Almoradí, Alicante, España",Calle,Manuel González,20,Almoradí,Alicante,Comunidad Valenciana,Spain,,,38.1103521,-0.7945378,bj
5991,,poeta ausias march  32  local salud integral,novelda,alicante,32,local salud integral,poeta ausias march     local salud integral,,poeta ausias march,alicante," poeta ausias march, 32, alicante, España","Carrer Poeta Ausiàs March, 32, Novelda, Alicante, España",,Carrer Poeta Ausiàs March,32,Novelda,Alicante,Comunidad Valenciana,Spain,03660,,38.3812161,-0.7627509000000001,local salud integral
5992,,torremaÃ§anes  4   4 nd e,xixona,alicante,4,4e,torremaÃ§anes        nd e,4 nd,torremaÃ§anes,alicante," torremaÃ§anes, 4, alicante, España","Calle Alicante, 4, Polán, España",Calle,Alicante,4,Polán,Toledo,Castilla-La Mancha,Spain,45161,,39.786052,-4.1646009,4e
5993,,urbanizacion segorb  2  bloque  7 nd d,xixona,alicante,2,bloque 7d,urbanizacion segorb     bloque    nd d,7 nd,urbanizacion segorb,alicante," urbanizacion segorb, 2, alicante, España","URBANIZACIÓN SEGORB, Partida Segorb, Jijona, Alicante, España",,Partida Segorb,4,Xixona,Alicante,Comunidad Valenciana,Spain,03100,URBANIZACIÓN SEGORB,38.5337295,-0.5055835,2 bloque 7d
5994,avenida,lopez abente  30   1 ndd,muxia,alicante,30,1 ndd,lopez abente        ndd,1 nd,lopez abente,alicante,"avenida lopez abente, 30, alicante, España","Avinguda d'Espanya, 30, El Campello, Alicante, España",,Avinguda d'Espanya,30,El Campello,Alicante,Comunidad Valenciana,Spain,03560,,38.4533893,-0.3684794,1 ndd
5995,,pintor laureano martinez  33   2 nd izqda,romana,alicante,33,2izqda,pintor laureano martinez        nd izqda,2 nd,pintor laureano martinez,alicante," pintor laureano martinez, 33, alicante, España","A-33, Alicante, España",,A-33,33,,Alicante,Comunidad Valenciana,Spain,,,38.7012372,-1.004582,2izqda
5996,,"urbanizacion , sergorb bloque  4   1 nd d",xixona,alicante,4,1d,urbanizacion,1 nd,urbanizacion,alicante," urbanizacion, 4, alicante, España","Alicante, España",,,4,Alicante,Alicante,Valencian Community,Spain,,,38.3459963,-0.4906855,1d
5997,,trinquet  18,agost,alicante,18,,trinquet,,trinquet,alicante," trinquet, 18, alicante, España","Carrer Trinquet, 18, Elche, Alicante, España",,Carrer Trinquet,18,Elx,Alicante,Comunidad Valenciana,Spain,03202,,38.2668793,-0.6965384,
5998,avenida,joan fuster  14   3 Â°a,xixona,alicante,14,3 Â°a,joan fuster        Â°a,,joan fuster,alicante,"avenida joan fuster, 14, alicante, España","Avinguda Joan Fuster, 14, Jijona, Alicante, España",,Avinguda Joan Fuster,14,Xixona,Alicante,Comunidad Valenciana,Spain,03100,,38.5333748,-0.5064898,3 Â°a
5999,,hermanos quintero  6   3 nd izqda,novelda,alicante,6,3izqda,hermanos quintero        nd izqda,3 nd,hermanos quintero,alicante," hermanos quintero, 6, alicante, España","Calle Hermanos Quintero, 6, Novelda, Alicante, España",Calle,Hermanos Quintero,6,Novelda,Alicante,Comunidad Valenciana,Spain,03660,,38.379316,-0.7701294,3izqda
6000,,condes de maceda  n 1,muxia,alicante,1,,condes de maceda  n,,condes de maceda  n,alicante," condes de maceda  n, 1, alicante, España","Calle Luis de Maceda, n 1, Málaga, España",Calle,Luis de Maceda,1,Málaga,Málaga,Andalucía,Spain,29012,,36.7284854,-4.4123616,
6001,,parque de las especias  9   1 ndb,novelda,alicante,9,1 ndb,parque de las especias        ndb,1 nd,parque de las especias,alicante," parque de las especias, 9, alicante, España","Parque de las Especias, 9, Novelda, Alicante, España",,,9,Novelda,Alicante,Valencian Community,Spain,03660,,38.3841032,-0.7668469,1 ndb
6002,,san bartolome  5   3 nd i,xixona,alicante,5,3i,san bartolome        nd i,3 nd,san bartolome,alicante," san bartolome, 5, alicante, España","Carrer Sant Bartomeu, 5, El Campello, Alicante, España",,Carrer Sant Bartomeu,5,El Campello,Alicante,Comunidad Valenciana,Spain,03560,,38.4198367,-0.3925709,3i
6003,,ibi  14,xixona,alicante,14,,ibi,,ibi,alicante," ibi, 14, alicante, España","Carrer Ibi, 14, Alcoi, Alicante, España",,Carrer Ibi,14,Alcoi,Alicante,Comunidad Valenciana,Spain,03802,,38.6957711,-0.4853234,
6004,,medico rafael navarro  2   2 c,novelda,alicante,2,2 c,medico rafael navarro        c,,medico rafael navarro,alicante," medico rafael navarro, 2, alicante, España","Carrer Metge Rafael Navarro, 2, Novelda, Alicante, España",,Carrer Metge Rafael Navarro,2,Novelda,Alicante,Comunidad Valenciana,Spain,03660,,38.3836986,-0.7730775,2 c
